sessionId,sampleIndex,action,source,x,y,eventTimeNs
1,0,DOWN,current,981.2002,1702.9004,740875401541000
1,1,MOVE,historical,980.9004,1702.7002,740875585740000
1,2,MOVE,current,980.6289,1702.5371,740875590639000
1,3,MOVE,historical,980.4004,1702.4004,740875594775000
1,4,MOVE,current,980.01855,1702.2363,740875598972333
1,5,MOVE,historical,979.7002,1702.0996,740875602474000
1,6,MOVE,current,979.34766,1701.9238,740875607305666
1,7,MOVE,historical,979.0996,1701.7998,740875610691000
1,8,MOVE,current,978.68945,1701.7412,740875615597999
1,9,MOVE,historical,978.4004,1701.7002,740875619051000
1,10,MOVE,current,977.8887,1701.5869,740875623911333
1,11,MOVE,historical,977.5,1701.5,740875627611000
1,12,MOVE,current,976.9463,1701.4443,740875632244666
1,13,MOVE,historical,976.5,1701.4004,740875635981000
1,14,MOVE,current,975.82227,1701.4004,740875640577999
1,15,MOVE,historical,975.2002,1701.4004,740875644801000
1,16,MOVE,current,974.5088,1701.4492,740875648911332
1,17,MOVE,historical,973.7998,1701.5,740875653126000
1,18,MOVE,current,973.16016,1701.5488,740875657244665
1,19,MOVE,historical,972.5,1701.5996,740875661499000
1,20,MOVE,current,971.7842,1701.7432,740875665403313
1,21,MOVE,historical,971.0,1701.9004,740875669677000
1,22,MOVE,current,970.2012,1702.0879,740875673717875
1,23,MOVE,historical,969.2998,1702.2998,740875678280000
1,24,MOVE,current,968.40137,1702.5244,740875682032350
1,25,MOVE,historical,967.2998,1702.7998,740875686629000
1,26,MOVE,current,966.42676,1703.0186,740875690346981
1,27,MOVE,historical,965.2998,1703.2998,740875695144000
1,28,MOVE,current,964.47363,1703.5068,740875698661199
1,29,MOVE,historical,963.2002,1703.9004,740875703849000
1,30,MOVE,current,962.36816,1704.1377,740875706975628
1,31,MOVE,historical,961.0996,1704.5,740875711744000
1,32,MOVE,current,960.0127,1704.793,740875715276354
1,33,MOVE,historical,958.5,1705.2002,740875720190000
1,34,MOVE,current,957.33984,1705.5312,740875723581201
1,35,MOVE,historical,955.7002,1706.0,740875728376000
1,36,MOVE,current,954.49805,1706.3438,740875731888729
1,37,MOVE,historical,952.7002,1706.7998,740875737103000
1,38,MOVE,current,951.63574,1707.084,740875740197864
1,39,MOVE,historical,949.4004,1707.7002,740875745510000
1,40,MOVE,current,948.22266,1708.0215,740875748508338
1,41,MOVE,historical,945.4004,1708.9004,740875753640000
1,42,MOVE,current,943.83984,1709.3682,740875756810849
1,43,MOVE,historical,941.4004,1710.0996,740875762191000
1,44,MOVE,current,940.03125,1710.5107,740875765116100
1,45,MOVE,historical,937.5996,1711.2002,740875770900000
1,46,MOVE,current,936.499,1711.5186,740875773423572
1,47,MOVE,historical,934.0,1712.2998,740875779222000
1,48,MOVE,current,932.91406,1712.6318,740875781732583
1,49,MOVE,historical,930.5,1713.2998,740875787516000
1,50,MOVE,current,929.4346,1713.6045,740875790040138
1,51,MOVE,historical,927.0,1714.4004,740875796161000
1,52,MOVE,current,926.11426,1714.6787,740875798348935
1,53,MOVE,historical,923.5996,1715.4004,740875804348000
1,54,MOVE,current,922.6406,1715.6826,740875806658946
1,55,MOVE,historical,920.2998,1716.4004,740875812676000
1,56,MOVE,current,919.3906,1716.6758,740875814970463
1,57,MOVE,historical,916.7998,1717.2998,740875821099000
1,58,MOVE,current,915.8926,1717.5332,740875823283360
1,59,MOVE,historical,913.2998,1718.2998,740875829434000
1,60,MOVE,current,912.39453,1718.5586,740875831589988
1,61,MOVE,historical,909.7998,1719.4004,740875838077000
1,62,MOVE,current,909.0625,1719.6318,740875839898491
1,63,MOVE,historical,906.4004,1720.4004,740875846076000
1,64,MOVE,current,905.49316,1720.667,740875848208916
1,65,MOVE,historical,902.9004,1721.5996,740875854540000
1,66,MOVE,current,902.08105,1721.8809,740875856521172
1,67,MOVE,historical,899.2998,1722.7998,740875862947000
1,68,MOVE,current,898.4912,1723.0693,740875864835135
1,69,MOVE,historical,895.5996,1724.0996,740875871433000
1,70,MOVE,current,894.8545,1724.3623,740875873143445
1,71,MOVE,historical,891.7998,1725.5,740875880330000
1,72,MOVE,current,891.32227,1725.6758,740875881449116
1,73,MOVE,historical,887.9004,1727.0,740875888485000
1,74,MOVE,current,887.292,1727.2344,740875889756534
1,75,MOVE,historical,883.9004,1728.5,740875896864000
1,76,MOVE,current,883.3262,1728.7148,740875898065880
1,77,MOVE,historical,880.0,1729.9004,740875905153000
1,78,MOVE,current,879.4238,1730.1064,740875906377057
1,79,MOVE,historical,875.9004,1731.5,740875913506000
1,80,MOVE,current,875.31836,1731.7266,740875914690001
1,81,MOVE,historical,871.9004,1733.0996,740875921749000
1,82,MOVE,current,871.29297,1733.3428,740875922999874
1,83,MOVE,historical,867.9004,1734.5996,740875930372000
1,84,MOVE,current,867.46484,1734.7637,740875931310960
1,85,MOVE,historical,863.9004,1736.0996,740875938686000
1,86,MOVE,current,863.4492,1736.2695,740875939623490
1,87,MOVE,historical,859.7998,1737.5,740875947044000
1,88,MOVE,current,859.3623,1737.6494,740875947937153
1,89,MOVE,historical,855.7998,1738.7998,740875955358000
1,90,MOVE,current,855.3701,1738.9395,740875956251922
1,91,MOVE,historical,851.7998,1740.2002,740875963882000
1,92,MOVE,current,851.4785,1740.3125,740875964567959
1,93,MOVE,historical,847.9004,1741.5996,740875972388000
1,94,MOVE,current,847.6719,1741.6816,740875972885297
1,95,MOVE,historical,844.4004,1742.9004,740875980709000
1,96,MOVE,current,844.1914,1742.9775,740875981203875
1,97,MOVE,historical,841.0,1744.2998,740875990118000
1,98,MOVE,historical,837.7998,1745.7998,740875997533000
1,99,MOVE,current,837.66797,1745.8613,740875997838534
1,100,MOVE,historical,834.5,1747.2998,740876006593000
1,101,MOVE,historical,831.0996,1749.0,740876014261000
1,102,MOVE,current,831.00684,1749.0469,740876014471859
1,103,MOVE,historical,827.5,1750.7998,740876022666000
1,104,MOVE,current,827.44727,1750.8262,740876022789615
1,105,MOVE,historical,823.9004,1752.7998,740876031056000
1,106,MOVE,current,823.8779,1752.8125,740876031107585
1,107,MOVE,historical,820.2002,1754.7002,740876039447000
1,108,MOVE,current,816.5908,1756.6504,740876047734660
1,109,MOVE,historical,816.5,1756.7002,740876047944000
1,110,MOVE,current,813.1094,1758.4893,740876056048318
1,111,MOVE,historical,812.9004,1758.5996,740876056549000
1,112,MOVE,current,809.77246,1760.2559,740876064362173
1,113,MOVE,historical,809.5,1760.4004,740876065042000
1,114,MOVE,current,806.56934,1761.7734,740876072676329
1,115,MOVE,historical,806.2998,1761.9004,740876073377000
1,116,MOVE,current,803.9414,1762.8975,740876080990797
1,117,MOVE,historical,803.7002,1763.0,740876081771000
1,118,MOVE,current,801.6113,1763.8701,740876089305763
1,119,MOVE,historical,801.2998,1764.0,740876090428000
1,120,MOVE,current,799.39844,1764.8154,740876097619812
1,121,MOVE,historical,799.2002,1764.9004,740876098369000
1,122,MOVE,current,797.45996,1765.541,740876105935128
1,123,MOVE,historical,797.2998,1765.5996,740876106631000
1,124,MOVE,current,795.66895,1766.2344,740876114249248
1,125,MOVE,historical,795.5,1766.2998,740876115038000
1,126,MOVE,current,794.4492,1766.7383,740876122565418
1,127,MOVE,historical,794.2998,1766.7998,740876123631000
1,128,MOVE,current,793.15625,1767.2402,740876130879654
1,129,MOVE,historical,793.0,1767.2998,740876131871000
1,130,MOVE,current,792.0459,1767.6465,740876139195745
1,131,MOVE,historical,791.9004,1767.7002,740876140318000
1,132,MOVE,current,790.8799,1768.125,740876147511332
1,133,MOVE,historical,790.7002,1768.2002,740876148778000
1,134,MOVE,current,789.583,1768.6299,740876155825749
1,135,MOVE,historical,789.4004,1768.7002,740876156980000
1,136,MOVE,current,788.51953,1769.1006,740876164141343
1,137,MOVE,historical,788.2998,1769.2002,740876165926000
1,138,MOVE,current,787.4336,1769.5938,740876172455832
1,139,MOVE,historical,787.2002,1769.7002,740876174212000
1,140,MOVE,current,786.4844,1770.0186,740876180752585
1,141,MOVE,historical,786.2998,1770.0996,740876182432000
1,142,MOVE,current,785.6094,1770.4072,740876189034587
1,143,MOVE,historical,785.4004,1770.5,740876191036000
1,144,MOVE,current,784.63965,1770.8809,740876197315045
1,145,MOVE,historical,784.4004,1771.0,740876199291000
1,146,MOVE,current,783.6826,1771.3594,740876205594742
1,147,MOVE,historical,783.4004,1771.5,740876208073000
1,148,MOVE,current,782.7471,1771.79,740876213880544
1,149,MOVE,historical,782.5,1771.9004,740876216080000
1,150,MOVE,current,781.81934,1772.2402,740876222171110
1,151,MOVE,historical,781.5,1772.4004,740876225026000
1,152,MOVE,current,780.89453,1772.7363,740876230472170
1,153,MOVE,historical,780.5996,1772.9004,740876233118000
1,154,MOVE,current,779.9824,1773.1748,740876238775204
1,155,MOVE,historical,779.7002,1773.2998,740876241362000
1,156,MOVE,current,779.15137,1773.5742,740876247079896
1,157,MOVE,historical,778.9004,1773.7002,740876249697000
1,158,MOVE,current,778.5039,1773.9639,740876255385981
1,159,MOVE,historical,778.2998,1774.0996,740876258315000
1,160,MOVE,current,777.96875,1774.2324,740876263693416
1,161,MOVE,historical,777.7998,1774.2998,740876266431000
1,162,MOVE,current,777.60645,1774.4297,740876272001972
1,163,MOVE,historical,777.5,1774.5,740876275054000
1,164,MOVE,current,777.3076,1774.6279,740876280312034
1,165,MOVE,historical,777.2002,1774.7002,740876283271000
1,166,MOVE,current,777.1387,1774.7002,740876288623880
1,167,MOVE,historical,777.0996,1774.7002,740876291956000
1,168,MOVE,current,777.042,1774.7578,740876296937996
1,169,MOVE,historical,777.0,1774.7998,740876300546000
1,170,MOVE,current,777.0,1774.7441,740876305254923
1,171,MOVE,historical,777.0,1774.7002,740876308930000
1,172,MOVE,current,777.0,1774.6426,740876313577107
1,173,MOVE,historical,777.0,1774.5996,740876317028000
1,174,MOVE,current,777.0,1774.543,740876321904584
1,175,MOVE,historical,777.0,1774.5,740876325533000
1,176,MOVE,current,777.0,1774.4434,740876330236905
1,177,MOVE,historical,777.0,1774.4004,740876333895000
1,178,MOVE,current,777.0,1774.3447,740876338575070
1,179,MOVE,historical,777.0,1774.2998,740876342384000
1,180,MOVE,current,777.0,1774.2461,740876346905336
1,181,MOVE,historical,777.0,1774.2002,740876350724000
1,182,MOVE,current,777.0,1774.1445,740876355226076
1,183,MOVE,historical,777.0,1774.0996,740876358899000
1,184,MOVE,current,777.0,1774.0469,740876363542434
1,185,MOVE,historical,777.0,1774.0,740876367593000
1,186,MOVE,current,777.1035,1773.9482,740876371854086
1,187,MOVE,historical,777.2002,1773.9004,740876375797000
1,188,MOVE,current,778.8887,1773.0059,740876380165318
1,189,MOVE,historical,780.5996,1772.0996,740876384593000
1,190,MOVE,current,782.417,1771.0752,740876388476099
1,191,MOVE,historical,784.5,1769.9004,740876392928000
1,192,MOVE,current,786.4424,1768.9512,740876396791466
1,193,MOVE,historical,788.7998,1767.7998,740876401482000
1,194,MOVE,current,790.7578,1766.9102,740876405107002
1,195,MOVE,historical,793.2002,1765.7998,740876409631000
1,196,MOVE,current,795.18555,1764.8525,740876413415156
1,197,MOVE,historical,797.5996,1763.7002,740876418016000
1,198,MOVE,current,799.51953,1762.8271,740876421723825
1,199,MOVE,historical,802.0,1761.7002,740876426515000
1,200,MOVE,current,803.73145,1760.8555,740876430033010
1,201,MOVE,historical,806.0996,1759.7002,740876434846000
1,202,MOVE,current,807.72266,1758.9316,740876438342579
1,203,MOVE,historical,809.9004,1757.9004,740876443035000
1,204,MOVE,current,811.5176,1757.0908,740876446652494
1,205,MOVE,historical,813.7002,1756.0,740876451531000
1,206,MOVE,current,815.27734,1755.1699,740876454962997
1,207,MOVE,historical,817.5,1754.0,740876459801000
1,208,MOVE,current,819.0957,1753.1602,740876463274034
1,209,MOVE,historical,821.2998,1751.9004,740876468328000
1,210,MOVE,current,822.75,1751.1367,740876471585407
1,211,MOVE,historical,825.0996,1749.9004,740876476867000
1,212,MOVE,current,826.41797,1749.2773,740876479897228
1,213,MOVE,historical,828.7002,1748.2002,740876485142000
1,214,MOVE,current,830.0342,1747.5693,740876488209674
1,215,MOVE,historical,832.2002,1746.4004,740876493689000
1,216,MOVE,current,833.36035,1745.8027,740876496522822
1,217,MOVE,historical,835.7998,1744.5996,740876502158000
1,218,MOVE,current,836.9385,1744.0303,740876504836598
1,219,MOVE,historical,839.4004,1742.9004,740876510681000
1,220,MOVE,current,840.44336,1742.4072,740876513151069
1,221,MOVE,historical,843.0,1741.2998,740876518917000
1,222,MOVE,current,844.11426,1740.8047,740876521465678
1,223,MOVE,historical,846.5,1739.9004,740876527387000
1,224,MOVE,current,847.48926,1739.5039,740876529780689
1,225,MOVE,historical,850.0996,1738.4004,740876535750000
1,226,MOVE,current,851.11035,1737.9795,740876538096431
1,227,MOVE,historical,853.7998,1736.9004,740876544116000
1,228,MOVE,current,854.8164,1736.4883,740876546413163
1,229,MOVE,historical,857.2002,1735.5996,740876552529000
1,230,MOVE,current,858.08984,1735.2598,740876554730900
1,231,MOVE,historical,860.7002,1734.0996,740876560844000
1,232,MOVE,current,861.6279,1733.7021,740876563049393
1,233,MOVE,historical,864.0,1732.5996,740876569206000
1,234,MOVE,current,864.8535,1732.2119,740876571368615
1,235,MOVE,historical,867.2998,1731.2998,740876577856000
1,236,MOVE,current,867.9971,1731.0254,740876579683560
1,237,MOVE,historical,870.5,1730.0,740876586214000
1,238,MOVE,current,871.1836,1729.7227,740876587998593
1,239,MOVE,historical,873.5,1728.7002,740876594306000
1,240,MOVE,current,874.24414,1728.3779,740876596313712
1,241,MOVE,historical,876.4004,1727.5996,740876602818000
1,242,MOVE,current,877.0166,1727.3662,740876604628946
1,243,MOVE,historical,879.2998,1726.2998,740876611307000
1,244,MOVE,current,879.8594,1726.0488,740876612944168
1,245,MOVE,historical,882.0996,1725.0996,740876619625000
1,246,MOVE,current,882.6504,1724.8643,740876621259359
1,247,MOVE,historical,884.7998,1723.7998,740876627984000
1,248,MOVE,current,885.3135,1723.5527,740876629574574
1,249,MOVE,historical,887.2002,1722.7002,740876636764000
1,250,MOVE,current,887.5078,1722.5586,740876637889789
1,251,MOVE,historical,889.4004,1721.5996,740876644837000
1,252,MOVE,current,889.77246,1721.4141,740876646204927
1,253,MOVE,historical,891.5996,1720.5996,740876653094000
1,254,MOVE,current,891.9795,1720.4277,740876654519932
1,255,MOVE,historical,893.9004,1719.7002,740876661726000
1,256,MOVE,current,894.1953,1719.584,740876662834777
1,257,MOVE,historical,896.0,1718.9004,740876670332000
1,258,MOVE,current,896.1992,1718.8242,740876671149489
1,259,MOVE,historical,897.9004,1718.0996,740876678273000
1,260,MOVE,current,898.1846,1717.9805,740876679464260
1,261,MOVE,historical,899.7002,1717.5,740876687136000
1,262,MOVE,current,899.8301,1717.457,740876687778540
1,263,MOVE,historical,901.5,1716.7998,740876695627000
1,264,MOVE,current,901.59863,1716.7617,740876696091672
1,265,MOVE,historical,903.2998,1716.0996,740876703735000
1,266,MOVE,current,903.44727,1716.043,740876704397669
1,267,MOVE,historical,905.0,1715.5996,740876712146000
1,268,MOVE,current,905.1133,1715.5664,740876712704804
1,269,MOVE,historical,906.7998,1715.0,740876720861000
1,270,MOVE,current,906.83105,1714.9893,740876721013146
1,271,MOVE,historical,908.5,1714.2998,740876728977000
1,272,MOVE,current,908.57227,1714.2705,740876729322765
1,273,MOVE,historical,910.2002,1713.7002,740876737389000
1,274,MOVE,current,910.24805,1713.6836,740876737625594
1,275,MOVE,historical,911.9004,1713.0,740876745954000
1,276,MOVE,historical,913.5996,1712.4004,740876753991000
1,277,MOVE,current,913.65137,1712.3818,740876754235940
1,278,MOVE,historical,915.4004,1711.7002,740876762550000
1,279,MOVE,current,917.08984,1711.1035,740876770845072
1,280,MOVE,historical,917.0996,1711.0996,740876770897000
1,281,MOVE,current,918.584,1710.6055,740876779148752
1,282,MOVE,historical,918.5996,1710.5996,740876779238000
1,283,MOVE,current,920.1455,1710.2139,740876787447049
1,284,MOVE,historical,920.2002,1710.2002,740876787737000
1,285,MOVE,current,921.4863,1709.7402,740876795747394
1,286,MOVE,historical,921.5996,1709.7002,740876796452000
1,287,MOVE,current,922.9385,1709.2539,740876804050534
1,288,MOVE,historical,923.0996,1709.2002,740876804970000
1,289,MOVE,current,924.4873,1708.7373,740876812356498
1,290,MOVE,historical,924.5996,1708.7002,740876812957000
1,291,MOVE,current,925.9287,1708.3457,740876820665037
1,292,MOVE,historical,926.0996,1708.2998,740876821657000
1,293,MOVE,current,927.33496,1707.8594,740876828976119
1,294,MOVE,historical,927.5,1707.7998,740876829954000
1,295,MOVE,current,928.63477,1707.4512,740876837284043
1,296,MOVE,historical,928.7998,1707.4004,740876838353000
1,297,MOVE,current,930.083,1707.0576,740876845597950
1,298,MOVE,historical,930.2998,1707.0,740876846822000
1,299,MOVE,current,931.4541,1706.7334,740876853906175
1,300,MOVE,historical,931.5996,1706.7002,740876854803000
1,301,MOVE,current,932.80566,1706.3555,740876862225992
1,302,MOVE,historical,933.0,1706.2998,740876863421000
1,303,MOVE,current,934.02344,1706.0635,740876870564333
1,304,MOVE,historical,934.2998,1706.0,740876872498000
1,305,MOVE,current,935.3115,1705.6631,740876878875006
1,306,MOVE,historical,935.5,1705.5996,740876880064000
1,307,MOVE,current,936.5117,1705.3662,740876887195788
1,308,MOVE,historical,936.7998,1705.2998,740876889225000
1,309,MOVE,current,937.86816,1705.0537,740876895507028
1,310,MOVE,historical,938.0996,1705.0,740876896874000
1,311,MOVE,current,939.001,1704.7549,740876903829312
1,312,MOVE,historical,939.2002,1704.7002,740876905370000
1,313,MOVE,current,940.0547,1704.4668,740876912141185
1,314,MOVE,historical,940.2998,1704.4004,740876914086000
1,315,MOVE,current,941.0625,1704.248,740876920466241
1,316,MOVE,historical,941.2998,1704.2002,740876922458000
1,317,MOVE,current,942.041,1703.9775,740876928792749
1,318,MOVE,historical,942.2998,1703.9004,740876931007000
1,319,MOVE,current,943.01074,1703.7578,740876937114579
1,320,MOVE,historical,943.2998,1703.7002,740876939599000
1,321,MOVE,current,943.9551,1703.627,740876945436433
1,322,MOVE,historical,944.2002,1703.5996,740876947622000
1,323,MOVE,current,944.71484,1703.4531,740876953758510
1,324,MOVE,historical,944.9004,1703.4004,740876955963000
1,325,MOVE,current,945.3154,1703.331,740876962081025
1,326,MOVE,historical,945.5,1703.2998,740876964795000
1,327,MOVE,current,945.71387,1703.2285,740876970400305
1,328,MOVE,historical,945.7998,1703.2002,740876972664000
1,329,MOVE,current,945.7998,1703.1299,740876978713403
1,330,MOVE,historical,945.7998,1703.0996,740876981342000
1,331,MOVE,current,945.7998,1703.0352,740876987023779
1,332,MOVE,historical,945.7998,1703.0,740876990045000
1,333,MOVE,current,945.7998,1702.9336,740876995334116
1,334,MOVE,historical,945.7998,1702.9004,740876998046000
1,335,MOVE,historical,945.7998,1702.7998,740877006465000
1,336,MOVE,current,945.7998,1702.7852,740877007726655
1,337,MOVE,historical,945.7998,1702.9004,740877015017000
1,338,MOVE,current,945.7998,1702.9121,740877016031352
1,339,MOVE,historical,945.7998,1702.7998,740877023167000
1,340,MOVE,current,945.7998,1702.7852,740877024336629
1,341,MOVE,historical,945.7998,1702.9004,740877031536000
1,342,MOVE,current,945.7998,1702.9131,740877032642392
1,343,MOVE,historical,945.7998,1702.7998,740877040255000
1,344,MOVE,current,945.7998,1702.792,740877040948549
1,345,MOVE,historical,945.7998,1702.9004,740877048491000
1,346,MOVE,current,945.7998,1702.9092,740877049255988
1,347,MOVE,historical,945.2002,1703.4004,740877056880000
1,348,MOVE,current,945.15137,1703.4404,740877057565159
1,349,MOVE,historical,943.9004,1704.2998,740877065110000
1,350,MOVE,current,943.7793,1704.3838,740877065874449
1,351,MOVE,historical,942.5996,1705.0996,740877073503000
1,352,MOVE,current,942.49414,1705.165,740877074184527
1,353,MOVE,historical,941.0996,1705.7998,740877082066000
1,354,MOVE,current,941.0244,1705.835,740877082495560
1,355,MOVE,historical,939.5,1706.5,740877090339000
1,356,MOVE,current,939.4092,1706.54,740877090808654
1,357,MOVE,historical,937.2998,1707.4004,740877098813000
1,358,MOVE,current,937.2197,1707.4326,740877099124106
1,359,MOVE,historical,934.9004,1708.2998,740877107328000
1,360,MOVE,current,934.86816,1708.3115,740877107441040
1,361,MOVE,historical,932.0,1709.2998,740877115702000
1,362,MOVE,current,931.98047,1709.3066,740877115759537
1,363,MOVE,historical,928.9004,1710.4004,740877123881000
1,364,MOVE,current,928.8252,1710.4268,740877124079403
1,365,MOVE,historical,925.7002,1711.4004,740877132747000
1,366,MOVE,current,922.3662,1712.4785,740877140723592
1,367,MOVE,historical,922.2998,1712.5,740877140882000
1,368,MOVE,current,918.9326,1713.4619,740877149042873
1,369,MOVE,historical,918.7998,1713.5,740877149364000
1,370,MOVE,current,915.3711,1714.6436,740877157363001
1,371,MOVE,historical,915.2002,1714.7002,740877157761000
1,372,MOVE,current,911.5576,1715.8496,740877165682521
1,373,MOVE,historical,911.4004,1715.9004,740877166026000
1,374,MOVE,current,907.70605,1717.2266,740877174002735
1,375,MOVE,historical,907.5,1717.2998,740877174447000
1,376,MOVE,current,903.91113,1718.4961,740877182318592
1,377,MOVE,historical,903.5996,1718.5996,740877183000000
1,378,MOVE,current,899.7617,1719.9111,740877190634338
1,379,MOVE,historical,899.5,1720.0,740877191154000
1,380,MOVE,current,897.4502,1720.7002,740877195231000
1,381,MOVE,historical,895.0996,1721.7002,740877199831000
1,382,MOVE,current,890.93164,1723.4219,740877207265996
1,383,MOVE,historical,890.5,1723.5996,740877208035000
1,384,MOVE,current,888.2002,1724.5498,740877212137000
1,385,MOVE,historical,885.4004,1725.7998,740877216731000
1,386,MOVE,current,882.8496,1726.9004,740877221079000
1,387,MOVE,historical,880.0,1728.0996,740877224931000
1,388,MOVE,current,877.2998,1729.25,740877229031000
1,389,MOVE,historical,874.7002,1730.2998,740877233529000
1,390,MOVE,current,872.0498,1731.4004,740877237828000
1,391,MOVE,historical,869.4004,1732.4004,740877241998000
1,392,MOVE,current,866.75,1733.4502,740877246232500
1,393,MOVE,historical,864.2002,1734.2998,740877250620000
1,394,MOVE,current,860.12695,1735.6035,740877257150593
1,395,MOVE,historical,859.2002,1735.9004,740877258636000
1,396,MOVE,current,856.7002,1736.7002,740877262644000
1,397,MOVE,historical,854.4004,1737.4004,740877267156000
1,398,MOVE,current,852.0,1738.1504,740877271416000
1,399,MOVE,historical,850.2998,1738.7002,740877275351000
1,400,MOVE,current,848.25,1739.3496,740877279448500
1,401,MOVE,historical,846.4004,1740.0996,740877283884000
1,402,MOVE,current,844.4502,1740.7998,740877288150500
1,403,MOVE,historical,842.7002,1741.7002,740877292345000
1,404,MOVE,current,840.8496,1742.5,740877296575500
1,405,MOVE,historical,839.2002,1743.2998,740877300719000
1,406,MOVE,current,837.4502,1744.0996,740877304906000
1,407,MOVE,historical,835.4004,1745.2002,740877308949000
1,408,MOVE,current,833.5,1746.1504,740877313064000
1,409,MOVE,historical,831.5996,1747.2998,740877317467000
1,410,MOVE,current,829.7002,1748.3496,740877321726000
1,411,MOVE,historical,827.5996,1749.4004,740877325903000
1,412,MOVE,current,825.5996,1750.4502,740877330121000
1,413,MOVE,historical,823.4004,1751.5996,740877334200000
1,414,MOVE,current,821.2998,1752.7002,740877338348500
1,415,MOVE,historical,819.2998,1753.7998,740877342646000
1,416,MOVE,current,817.25,1754.9004,740877346869000
1,417,MOVE,historical,815.2998,1755.7998,740877351130000
1,418,MOVE,current,813.2998,1756.7998,740877355372000
1,419,MOVE,historical,811.4004,1757.7998,740877359510000
1,420,MOVE,current,809.4502,1758.7998,740877363700000
1,421,MOVE,historical,807.5996,1759.5996,740877367778000
1,422,MOVE,current,805.7002,1760.5,740877371912000
1,423,MOVE,historical,803.9004,1761.5,740877376553000
1,424,MOVE,current,802.0498,1762.4502,740877380940500
1,425,MOVE,historical,800.2998,1763.0996,740877384836000
1,426,MOVE,current,798.5,1763.9004,740877388977500
1,427,MOVE,historical,796.5996,1764.7002,740877393532000
1,428,MOVE,current,794.75,1765.5,740877397880000
1,429,MOVE,historical,793.0996,1766.2002,740877401596000
1,430,MOVE,current,791.3496,1766.9502,740877405628000
1,431,MOVE,historical,789.7998,1767.7002,740877409740000
1,432,MOVE,current,788.1504,1768.4502,740877413812000
1,433,MOVE,historical,786.5,1769.0996,740877418319000
1,434,MOVE,current,784.8496,1769.7998,740877422608500
1,435,MOVE,historical,783.5996,1770.2998,740877426747000
1,436,MOVE,current,782.1504,1770.9004,740877430961000
1,437,MOVE,historical,780.5,1771.7002,740877434956000
1,438,MOVE,current,778.9502,1772.4004,740877439060500
1,439,MOVE,historical,777.5996,1773.0996,740877443407000
1,440,MOVE,current,776.1504,1773.7998,740877447632500
1,441,MOVE,historical,774.7998,1774.5996,740877451887000
1,442,MOVE,current,773.4004,1775.3496,740877456127000
1,443,MOVE,historical,772.0,1776.2002,740877460177000
1,444,MOVE,current,770.5996,1777.0,740877464322000
1,445,MOVE,historical,769.4004,1777.9004,740877468753000
1,446,MOVE,current,768.0996,1778.75,740877473041000
1,447,MOVE,historical,766.7002,1779.7002,740877477009000
1,448,MOVE,current,765.3496,1780.5996,740877481137000
1,449,MOVE,historical,764.2002,1781.4004,740877485359000
1,450,MOVE,current,762.9502,1782.25,740877489534000
1,451,MOVE,historical,761.5996,1783.2002,740877494207000
1,452,MOVE,current,760.417,1784.0195,740877498233137
1,453,MOVE,historical,759.2002,1784.9004,740877502411000
1,454,MOVE,current,758.0,1785.75,740877506513000
1,455,MOVE,historical,756.7998,1786.5,740877510757000
1,456,MOVE,current,755.6221,1787.2861,740877514854779
1,457,MOVE,historical,754.4004,1788.2002,740877519232000
1,458,MOVE,current,753.28613,1788.9893,740877523166775
1,459,MOVE,historical,752.0,1789.7002,740877527763000
1,460,MOVE,current,750.9541,1790.3535,740877531479577
1,461,MOVE,historical,749.7002,1791.0996,740877535906000
1,462,MOVE,current,748.60254,1791.7686,740877539793340
1,463,MOVE,historical,747.5,1792.4004,740877544493000
1,464,MOVE,current,746.5742,1792.9473,740877548108093
1,465,MOVE,historical,745.4004,1793.5996,740877552887000
1,466,MOVE,current,744.5156,1794.1055,740877556423272
1,467,MOVE,historical,743.2998,1794.7998,740877561043000
1,468,MOVE,current,742.34863,1795.3438,740877564739529
1,469,MOVE,historical,741.2998,1795.9004,740877569802000
1,470,MOVE,current,740.55664,1796.3086,740877573056671
1,471,MOVE,historical,739.7998,1796.7002,740877578163000
1,472,MOVE,current,739.22363,1797.0078,740877581374644
1,473,MOVE,historical,738.4004,1797.5,740877586500000
1,474,MOVE,current,737.8633,1797.8066,740877589693462
1,475,MOVE,historical,737.0996,1798.2002,740877594926000
1,476,MOVE,current,736.624,1798.456,740877598012350
1,477,MOVE,historical,736.0,1798.7998,740877603345000
1,478,MOVE,current,735.6094,1799.0127,740877606331727
1,479,MOVE,historical,735.2998,1799.2002,740877611763000
1,480,MOVE,current,735.0596,1799.3369,740877614651540
1,481,MOVE,historical,734.7998,1799.4004,740877620062000
1,482,MOVE,current,734.625,1799.4697,740877622966646
1,483,MOVE,historical,734.5996,1799.5996,740877628642000
1,484,MOVE,current,734.5381,1799.6621,740877631287404
1,485,MOVE,historical,734.4004,1799.5996,740877636753000
1,486,MOVE,current,734.3301,1799.5996,740877639602982
1,487,MOVE,historical,734.2998,1799.7002,740877645167000
1,488,MOVE,current,734.2676,1799.7324,740877647918517
1,489,MOVE,historical,735.7998,1798.7998,740877771508000
1,490,MOVE,historical,738.4004,1797.2998,740877779635000
1,491,MOVE,current,738.83594,1797.0488,740877780996995
1,492,MOVE,historical,741.4004,1795.7002,740877788628000
1,493,MOVE,current,741.63477,1795.5752,740877789330328
1,494,MOVE,historical,745.0,1793.7998,740877796699000
